"AGNC_DRVG_CMPN_ID","AGNC_DRVG_WDAR_ARA_SCTIN_NM","AGNC_DRVG_ARA_SCTIN_NM","AGNC_DRVG_CMPN_NM","AGNC_DRVG_RPRST_NM","AGNC_DRVG_TLNO","AGNC_DRVG_WEBS_NM",DATA_CONNO,"OPERT_TPCD","OCCRR_DTM","CNTCT_BGN_DTM","CNTCT_PRCES_DTM","CNTCT_PRCES_STCD","TRNSA_ID"
"DARW00909","울산","울산","굿모닝","조재영","052-211-9515",NULL,454,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00911","울산","울산","우리집","양홍무","052-221-5885",NULL,455,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00913","울산","울산","스피드","우덕종","052-227-1020",NULL,456,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00915","울산","울산","편안한","김말택","052-221-2558",NULL,457,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00917","울산","울산","집으로","안병언","052-274-8255",NULL,458,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00919","울산","울산","크로바","김태형","052-261-5575",NULL,459,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00921","울산","울산","공공칠","노영래","052-268-0079",NULL,460,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00923","울산","울산","제로","곽흥권","052-211-1222",NULL,461,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00925","울산","울산","농소","장화식","052-289-2266",NULL,462,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00927","울산","울산","자이안트","송두호","052-261-1218",NULL,463,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00929","울산","울산","우리","어순영","052-266-3444",NULL,464,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00931","울산","울산","천사","김점호","052-227-8844",NULL,465,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00933","울산","울산","불은악마","김영미","052-256-5151",NULL,466,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00935","울산","울산","원콜","김상석","052-256-7749",NULL,467,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00937","울산","울산","열린","이상락","052-271-0032",NULL,468,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00939","울산","울산","고려유통","박평옥","052-267-9779",NULL,469,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00941","울산","울산","고래","김흥길","051-273-6007",NULL,470,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00943","울산","울산","007본드","김국희","052-268-0079",NULL,471,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00945","울산","울산","엘리트","서만주","052-222-6660",NULL,472,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00947","울산","울산","황제","정인화","052-275-9601",NULL,473,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00949","울산","울산","오팔","김영현","052-222-5588",NULL,474,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00951","울산","울산","위성콜","이계열","052-265-2229",NULL,475,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00953","울산","울산","동해","백영호","052-269-2808",NULL,476,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00955","울산","울산","안전지대","최병선","052-260-4020",NULL,477,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00957","울산","울산","대리운전빵빵","심양자","052-222-6767",NULL,478,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00959","울산","울산","밤에 대리운전","김효준","052-275-1513",NULL,479,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00961","울산","울산","영구영구","허남면","052-288-0909",NULL,480,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00963","울산","울산","자이안트","송두호","052-261-1218",NULL,481,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00965","울산","울산","월드","조미숙","052-268-3388",NULL,482,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00967","울산","울산","공팔공","김제철","052-222-8877",NULL,483,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00969","울산","울산","울산사랑대리","노영래","052-222-7777",NULL,484,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00971","부산","부산","세븐","이영길","1577-7777",NULL,485,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00973","부산","부산","삼육","서영란",NULL,NULL,486,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00975","부산","부산","만세","설명옥",NULL,NULL,487,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00977","부산","부산","그린유통","장연실",NULL,NULL,488,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00979","부산","부산","OK대리","이해연",NULL,NULL,489,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00981","부산","부산","로뎀","정시영",NULL,NULL,490,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00983","부산","부산","서비스","김대원",NULL,NULL,491,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00985","부산","부산","삼육","임태수",NULL,NULL,492,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00987","부산","부산","오케이콜","홍경표",NULL,NULL,493,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00989","부산","부산","로또,삼육","김태주",NULL,NULL,494,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00991","부산","부산","로또","최봉근",NULL,NULL,495,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00993","부산","부산","스포텍코리아","김철완",NULL,NULL,496,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00995","부산","부산","오천4","김리칭",NULL,NULL,497,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00997","부산","부산","오천3","이희철",NULL,NULL,498,"I","20201125000000",NULL,NULL,"N",NULL
"DARW00999","부산","부산","오천1","원자호",NULL,NULL,499,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01001","부산","부산","OK7","정기영",NULL,NULL,500,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01003","부산","부산","OK5","박훈",NULL,NULL,501,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01005","부산","부산","OK2","정길순",NULL,NULL,502,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01007","부산","부산","대리운전","배순자",NULL,NULL,503,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01009","부산","부산","OK대리 서부산점","백영순",NULL,NULL,504,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01011","부산","부산","OK-1팀","김윤규",NULL,NULL,505,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01013","부산","부산","대리운전","박종록",NULL,NULL,506,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01015","부산","부산","우리","최경룡",NULL,NULL,507,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01017","부산","부산","스마일","허희순",NULL,NULL,508,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01019","부산","부산","트리콜서비스","유순임",NULL,NULL,509,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01021","부산","부산","트리콜","정재욱",NULL,NULL,510,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01023","부산","부산","칠성","정순조",NULL,NULL,511,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01025","부산","부산","안전대리","손경자",NULL,NULL,512,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01027","부산","부산","번개콜","김종태",NULL,NULL,513,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01029","부산","부산","트리콜","정세경",NULL,NULL,514,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01031","부산","부산","수영콜","김종욱",NULL,NULL,515,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01033","부산","부산","비바콜","차영희",NULL,NULL,516,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01035","부산","부산","로또","권원철",NULL,NULL,517,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01037","부산","부산","OK대리","구희진",NULL,NULL,518,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01039","부산","부산","OK대리","석선주",NULL,NULL,519,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01041","부산","부산","OK대리","김경애","051-555-5555",NULL,520,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01043","부산","부산","대진","신영구",NULL,NULL,521,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01045","부산","부산","다솜","성명호",NULL,NULL,522,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01047","부산","부산","기장","김정임",NULL,NULL,523,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01049","부산","부산","기장1","최정남",NULL,NULL,524,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01051","부산","부산","기장4","김충룡",NULL,NULL,525,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01053","부산","부산","가나콜",NULL,NULL,NULL,526,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01055","부산","부산","삼육0","이래균",NULL,NULL,527,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01057","부산","부산","삼육2","김영만",NULL,NULL,528,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01059","부산","부산","삼육5","배선대",NULL,NULL,529,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01061","부산","부산","삼육8","오숙희",NULL,NULL,530,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01063","부산","부산","OK사하B","이갑순",NULL,NULL,531,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01065","부산","부산","OK김해","이상칠",NULL,NULL,532,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01067","부산","부산","OK해운대A","정삼인",NULL,NULL,533,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01069","부산","부산","오천콜","김성관","051-555-5000",NULL,534,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01071","부산","부산","OK","임철환","080-555-5555",NULL,535,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01073","부산","부산","트리콜","백승용","051-333-3333",NULL,536,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01075","부산","부산","육백만불(부산)","조현덕","051-600-6000",NULL,537,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01077","부산","부산","오천5","엄영태",NULL,NULL,538,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01079","부산","부산","OK동래","한동팔",NULL,NULL,539,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01081","부산","부산","OK해운대B","정은철",NULL,NULL,540,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01083","부산","부산","OK수영구","조판규",NULL,NULL,541,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01085","부산","부산","OK북구","정순영",NULL,NULL,542,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01087","부산","진구","새부산대리운전","김성태","051-711-7777",NULL,543,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01089","제주","제주시","Vip대리운전","유영철","064-747-3390",NULL,544,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01091","제주","제주시","넘버원대리운전","김정순","064-711-3553",NULL,545,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01093","제주","제주시","준대리운전","하명준","064-726-0886",NULL,546,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01095","제주","제주시","탐라대리운전","진봉군","080-989-9888",NULL,547,"I","20201125000000",NULL,NULL,"N",NULL
"DARW01097","제주","제주시","제주대리운전","이기병",NULL,NULL,548,"I","20201125000000",NULL,NULL,"N",NULL
