순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도
419,해운대구,중동,,942-7,미포육거리(1),유,7,12,82,129.1714177,35.16128049
420,해운대구,중동,,941-4,미포육거리(1),유,8,20,168,129.1720187,35.16146284
421,해운대구,석대동,,01월 01일,옹기골마을,유,6,23,135,129.1439985,35.22168969
422,해운대구,송정동,,Sep-86,송정송일주유소,유,6,22,130,129.2054247,35.19518967
423,해운대구,반송동,고촌리,756-1,반송검문소,유,8,25,207,129.1594237,35.23585554
424,해운대구,반송동,,333-2,운봉초교,유,6,25,158,129.1532845,35.23213711
425,해운대구,반송동,,18-24,운봉초교,유,6,25,148,129.1543899,35.23277926
426,해운대구,반송동,,394-10,현대치과,유,6,27,164,129.1517135,35.23122935
427,해운대구,석대동,,08월 02일,반송초교,유,16,18,185,129.1458408,35.22396388
428,해운대구,반여동,,1610-18,일신여객,유,6,13,77,129.1314953,35.20000095
429,해운대구,반여동,,1610-15,반여초교,유,10,12,102,129.1312985,35.19883828
430,해운대구,반여동,,1291-312,김종규치과의원,유,7,13,95,129.1310604,35.19746227
431,해운대구,반여동,,1291-836,반여2동 새마을금고,유,6,13,86,129.1308340,35.19616516
432,해운대구,재송동,,1291-833,반여2PB(반여2동사무소직결),유,6,11,73,129.1305457,35.19451651
433,해운대구,반여동,,1291-762,반여2PB(반여2동사무소직결),유,6,14,87,129.1306591,35.19512900
434,해운대구,재송동,,1122,재송초교,유,6,10,59,129.1253926,35.18572341
435,해운대구,재송동,,1122,재송초교,유,7,14,89,129.1255484,35.18617454
436,해운대구,우동,,552-2,해운대전화국입구 (스펀지 앞),유,9,22,190,129.1602447,35.16438011
437,해운대구,우동,,142-4,한주주차장,유,22,8,151,129.1627369,35.16578336
438,해운대구,송정동,,201-11,송정초교,유,6,11,61,129.2030563,35.18286524
439,해운대구,송정동,,134-1,(구) 송정검문소,유,7,24,139,129.2012047,35.18409312
440,해운대구,송정동,,496-4,(구) 송정검문소,유,6,18,105,129.2012864,35.18385498
441,해운대구,좌동,,1318,벽산1차아파트(19),유,7,14,99,129.1776433,35.17046788
442,해운대구,좌동,,1318,벽산1차아파트(19),유,4,12,50,129.1776706,35.17033209
443,해운대구,좌동,,1318,벽산1차아파트(19),유,4,29,119,129.1777620,35.17031508
444,해운대구,좌동,,1318,벽산1차아파트(19),유,7,22,147,129.1775840,35.17022448
445,해운대구,좌동,,1318,벽산1차아파트(19),유,4,12,51,129.1778523,35.17026564
446,해운대구,좌동,,1318,벽산1차아파트(19),유,7,13,87,129.1778743,35.17015048
447,해운대구,좌동,,1318,벽산1차아파트(19),유,8,23,181,129.1783970,35.17060481
448,해운대구,좌동,,1318,벽산1차아파트(19),유,8,23,189,129.1779072,35.17037333
449,해운대구,송정동,,934,송덕주유소,유,7,23,149,129.2038558,35.18979917
450,해운대구,우동,,662,글로리콘도,유,7,19,131,129.1583466,35.15913787
451,해운대구,우동,,1084-2,우2동교회,유,14,13,125,129.1407450,35.16699585
452,해운대구,중동,,1405-3,해운대예식장,유,12,15,151,129.1636645,35.16107056
453,해운대구,우동,,626-15,바다파출소,유,10,15,155,129.1602782,35.15953312
454,해운대구,우동,,626-15,바다파출소,유,12,16,188,129.1607341,35.15958514
455,해운대구,중동,,1411-13,바다파출소,유,7,16,103,129.1618425,35.15974145
456,해운대구,중동,,1411-13,바다파출소,유,14,22,175,129.1621901,35.15989877
457,해운대구,중동,,1411-13,바다파출소,유,9,11,71,129.1619316,35.15997313
458,해운대구,우동,,1445,동백섬입구,유,21,11,167,129.1512364,35.15776038
459,해운대구,우동,,1445,동백섬입구,유,6,21,131,129.1520684,35.15799291
460,해운대구,우동,,1445,동백섬입구,유,11,20,123,129.1523246,35.15804658
461,해운대구,우동,,1445,동백섬입구,유,14,9,99,129.1521109,35.15813382
462,해운대구,우동,,1445,대우마리나센터,유,6,19,114,129.1490657,35.15834207
463,해운대구,우동,,1445,대우마리나센터,유,6,22,135,129.1494778,35.15824057
464,해운대구,우동,,1445,대우마리나2차,유,6,19,117,129.1472639,35.15885590
465,해운대구,우동,,1445,대우마리나2차,유,6,19,103,129.1476570,35.15875310
466,해운대구,우동,,1388-4,대우마리나1차,유,6,19,115,129.1450745,35.15949005
467,해운대구,우동,,1388,해강초등학교,유,10,19,113,129.1419240,35.16083541
468,해운대구,우동,,1007-7,요트경기장,유,10,19,101,129.1401552,35.16236649
469,해운대구,우동,,1007-7,요트경기장,유,10,19,100,129.1405138,35.16206131
470,해운대구,우동,,산162-2,올림픽동산,유,7,21,139,129.1313656,35.16482351
471,해운대구,우동,,1291-35,올림픽동산,유,19,13,161,129.1318036,35.16402198
472,해운대구,우동,,1413-1,올림픽동산,유,20,11,167,129.1331098,35.16318289
473,해운대구,우동,,1413-1,올림픽동산,유,25,14,236,129.1329397,35.16350644
474,해운대구,우동,,1291-8,천일자동차학원(센텀시티입구),유,7,19,131,129.1289029,35.16758419
475,해운대구,우동,,1291-8,천일자동차학원(센텀시티입구),유,8,39,289,129.1289030,35.16729030
476,해운대구,우동,,1291-8,천일자동차학원(센텀시티입구),유,15,29,250,129.1292273,35.16718669
477,해운대구,우동,,1291-8,천일자동차학원(센텀시티입구),유,9,37,305,129.1291994,35.16751780
478,해운대구,우동,,552-2,해운대역,유,6,19,107,129.1584247,35.16339398
479,해운대구,우동,,552-2,해운대역,유,7,25,142,129.1589290,35.16352854
480,해운대구,우동,,638-11,해변주유소,유,6,21,133,129.1563237,35.16220307
481,해운대구,우동,,837-8,기계공고,유,11,19,118,129.1512685,35.16009542
482,해운대구,우동,,884-3,기계공고,유,4,31,99,129.1541402,35.16089393
483,해운대구,우동,,884-3,기계공고,유,15,12,131,129.1539298,35.16093303
484,해운대구,우동,,693-3,기계공고,유,15,11,129,129.1542571,35.16106353
485,해운대구,우동,,991-3,운촌삼거리,유,18,11,169,129.1493554,35.16067570
486,해운대구,우동,,957-24,승당삼거리,유,26,19,314,129.1445060,35.16316205
487,해운대구,우동,,1185-99,올림픽사거리,유,14,26,232,129.1385052,35.16882017
488,해운대구,우동,,1127-36,올림픽사거리,유,5,10,43,129.1388771,35.16843784
489,해운대구,우동,,1124-36,올림픽사거리,유,8,14,110,129.1387518,35.16857242
490,해운대구,우동,,1129-38,삼호가든,유,7,23,177,129.1351891,35.17111873
491,해운대구,우동,,1194-8,삼호가든,유,7,27,185,129.1352740,35.17088204
492,해운대구,우동,,1213-37,수영역,유,13,27,170,129.1324945,35.17276373
493,해운대구,우동,,1213-2,수영역,유,8,17,130,129.1321893,35.17273593
494,해운대구,우동,,1213-2,수영역,유,21,14,215,129.1333966,35.17198945
495,해운대구,재송동,,648-3,유창맨션,유,6,14,87,129.1260806,35.17909173
496,해운대구,재송동,,672-5,유창맨션,유,12,20,134,129.1268159,35.17791133
497,해운대구,재송동,,672-5,유창맨션,유,8,15,76,129.1269507,35.17775218
498,해운대구,재송동,,1095-6,동부지청,유,8,17,131,129.1222272,35.18307497
499,해운대구,재송동,,1095-6,동부지청,유,9,23,193,129.1219748,35.18313574
500,해운대구,재송동,,1000-31,동부지청,유,6,23,144,129.1229067,35.18193759
501,해운대구,재송동,,1094-14,해운대서,유,5,30,120,129.1208681,35.18456432
502,해운대구,재송동,,1015-12,해운대서,유,9,24,206,129.1209598,35.18545396
503,해운대구,재송동,,217-1,할렐루야의원,유,7,21,153,129.1208435,35.18800878
504,해운대구,재송동,,933-95,반여삼익아파트,유,8,23,193,129.1203811,35.19022755
505,해운대구,반여동,,1476-71,원동IC㈜샤니,유,6,33,209,129.1177673,35.19348722
506,해운대구,반여동,,1476-71,원동IC㈜샤니,유,7,26,140,129.1180001,35.19360704
